Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
292,Lumen Technologies,LUMN,Telecommunications,Telecommunications,no,no,yes,no,-55.0,no,yes,no,no,no,no,28000,1585.0,14557.0,-16.7,-10298.0,,34018.0,Kathleen E. Johnson,U.S.,Monroe,Louisiana,https://www.lumen.com,Public,"Market value as of March 28, 2024.",1585.0,2024-06-04
293,Tractor Supply,TSCO,Retailing,Specialty Retailers: Other,yes,no,no,yes,-2.0,no,yes,no,no,no,no,37500,28248.0,14555.7,2.5,1107.2,1.7,9188.2,Harry A. Lawton III,U.S.,Brentwood,Tennessee,https://www.tractorsupply.com,Public,"Market value as of March 28, 2024.",28248.0,2024-06-04
294,DXC Technology,DXC,Technology,Information Technology Services,no,no,no,no,-39.0,no,yes,no,no,no,no,130000,3878.7,14430.0,-11.3,-568.0,-179.1,15845.0,Raul J. Fernandez,U.S.,Ashburn,Virginia,https://www.dxc.technology,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",3879.0,2024-06-04
295,AGCO,AGCO,Industrials,Construction and Farm Machinery,yes,no,no,yes,29.0,yes,no,no,no,yes,no,27900,9179.5,14412.4,13.9,1171.4,31.7,11421.2,Eric P. Hansotia,U.S.,Duluth,Georgia,https://www.agcocorp.com,Public,"Market value as of March 28, 2024.",9180.0,2024-06-04
296,Sonic Automotive,SAH,Retailing,"Automotive Retailing, Services",yes,no,no,yes,3.0,yes,no,no,no,no,no,10500,1941.7,14372.4,2.7,178.2,101.4,5364.6,David Bruton Smith,U.S.,Charlotte,North Carolina,https://www.sonicautomotive.com,Public,"Market value as of March 28, 2024.",1942.0,2024-06-04
297,Intuit,INTU,Technology,Computer Software,yes,no,no,yes,24.0,yes,no,no,no,yes,yes,22900,181986.4,14368.0,12.9,2384.0,15.4,27780.0,Sasan K. Goodarzi,U.S.,Mountain View,California,https://www.intuit.com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",181986.0,2024-06-04
298,United Rentals,URI,Business Services,Equipment Leasing,yes,no,no,yes,57.0,yes,no,no,no,no,no,26300,48437.2,14332.0,23.1,2424.0,15.2,25589.0,Matthew J. Flannery,U.S.,Stamford,Connecticut,https://www.unitedrentals.com,Public,"Market value as of March 28, 2024.",48437.0,2024-06-04
299,Universal Health Services,UHS,Health Care,Health Care: Medical Facilities,yes,no,no,yes,12.0,yes,no,no,no,yes,no,85025,12265.2,14282.0,6.6,717.8,6.2,13967.6,Marc D. Miller,U.S.,King of Prussia,Pennsylvania,https://www.uhs.com,Public,"Market value as of March 28, 2024.",12265.0,2024-06-04
300,Boston Scientific,BSX,Health Care,Medical Products and Equipment,yes,no,no,yes,23.0,yes,no,no,no,yes,no,48000,100673.1,14240.0,12.3,1592.0,128.1,35136.0,Michael F. Mahoney,U.S.,Marlborough,Massachusetts,https://www.bostonscientific.com,Public,"Market value as of March 28, 2024.",100673.0,2024-06-04
301,Otis Worldwide,OTIS,Industrials,Industrial Machinery,yes,no,yes,yes,5.0,yes,no,no,no,yes,no,71000,40249.5,14209.0,3.8,1406.0,12.2,10117.0,Judith F. Marks,U.S.,Farmington,Connecticut,https://www.otis.com,Public,"Market value as of March 28, 2024.",40250.0,2024-06-04
302,Xcel Energy,XEL,Energy,Utilities: Gas and Electric,yes,no,no,no,-31.0,no,yes,no,no,yes,no,11311,29839.6,14206.0,-7.2,1771.0,2.0,64079.0,Robert C. Frenzel,U.S.,Minneapolis,Minnesota,https://www.xcelenergy.com,Public,"Market value as of March 28, 2024.",29840.0,2024-06-04
303,Edward Jones,,Financials,Securities,yes,no,yes,yes,30.0,yes,no,no,no,yes,yes,54000,,14080.0,13.4,1612.0,14.8,28003.0,Penny Pennington,U.S.,Des Peres,Missouri,https://www.edwardjones.com,Private,A partnership. Net income before allocations to partners. Total partnership capital subject to mandatory redemption.,,2024-06-04
304,Ball,BALL,Materials,"Packaging, Containers",yes,no,no,no,-35.0,no,yes,no,no,yes,no,21000,21206.3,14029.0,-8.6,707.0,-1.7,19303.0,Daniel W. Fisher,U.S.,Westminster,Colorado,https://www.ball.com,Public,"Market value as of March 28, 2024.",21206.0,2024-06-04
305,LKQ,LKQ,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,14.0,yes,no,no,no,no,no,49000,14248.5,13866.0,8.4,936.0,-18.5,15079.0,Justin Jude,U.S.,Chicago,Illinois,https://www.lkqcorp.com,Public,"Market value as of March 28, 2024.",14249.0,2024-06-04
306,Mutual of Omaha,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,no,22.0,yes,no,no,no,no,no,6231,,13855.8,10.6,47.7,,51838.6,James T. Blackledge,U.S.,Omaha,Nebraska,https://www.mutualofomaha.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,2024-06-04
307,Mosaic,MOS,Chemicals,Chemicals,yes,no,no,yes,-90.0,no,yes,no,no,no,no,14049,10442.0,13696.1,-28.4,1164.9,-67.5,23032.8,Bruce M. Bodine,U.S.,Tampa,Florida,https://www.mosaicco.com,Public,"Market value as of March 28, 2024.",10442.0,2024-06-04
308,Textron,TXT,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,10.0,yes,no,no,no,yes,no,35000,18500.5,13683.0,6.3,921.0,7.0,16856.0,Scott C. Donnelly,U.S.,Providence,Rhode Island,https://www.textron.com,Public,"Market value as of March 28, 2024.",18501.0,2024-06-04
309,Labcorp Holdings,LH,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,no,-31.0,no,yes,no,no,yes,no,61975,18372.5,13668.2,-8.1,418.0,-67.3,16725.1,Adam H. Schechter,U.S.,Burlington,North Carolina,https://www.labcorp.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",18373.0,2024-06-04
310,Principal Financial,PFG,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-74.0,no,yes,no,no,no,no,19800,20357.8,13665.8,-21.9,623.2,-87.0,305046.7,Daniel J. Houston,U.S.,Des Moines,Iowa,https://www.principal.com,Public,"Market value as of March 28, 2024.",20358.0,2024-06-04
311,Regeneron Pharmaceuticals,REGN,Health Care,Pharmaceuticals,yes,yes,no,yes,28.0,yes,no,no,no,no,no,13450,105644.7,13117.2,7.8,3953.6,-8.9,33080.2,Leonard S. Schleifer,U.S.,Tarrytown,New York,https://www.regeneron.com,Public,"Market value as of March 28, 2024.",105645.0,2024-06-04
312,Raymond James Financial,RJF,Financials,Securities,yes,no,no,yes,51.0,yes,no,no,no,yes,no,18000,26843.3,12992.0,14.9,1739.0,15.2,78360.0,Paul C. Reilly,U.S.,St. Petersburg,Florida,https://www.raymondjames.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",26843.0,2024-06-04
313,Dick's Sporting Goods,DKS,Retailing,Specialty Retailers: Other,yes,no,yes,yes,21.0,yes,no,no,no,no,no,37200,18539.3,12984.4,5.0,1046.5,0.3,9311.8,Lauren R. Hobart,U.S.,Coraopolis,Pennsylvania,https://www.dickssportinggoods.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",18539.0,2024-06-04
314,Auto-Owners Insurance,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,48.0,yes,no,no,no,no,no,6946,,12937.7,13.4,-912.4,,36238.2,Jamie Whisnant,U.S.,Lansing,Michigan,https://www.auto-owners.com,Private,"Market value as of March 31, 2021.",,2024-06-04
315,Expedia Group,EXPE,Retailing,Internet Services and Retailing,yes,no,yes,yes,38.0,yes,no,no,no,no,no,17100,18773.7,12839.0,10.0,797.0,126.4,21642.0,Ariane  Gorin,U.S.,Seattle,Washington,https://www.expediagroup.com,Public,"Market value as of March 28, 2024.",18774.0,2024-06-04
316,J.B. Hunt Transport Services,JBHT,Transportation,"Trucking, Truck Leasing",yes,no,no,no,-36.0,no,yes,no,no,yes,no,34718,20582.2,12829.7,-13.4,728.3,-24.9,8538.3,Shelley Simpson,U.S.,Lowell,Arkansas,https://www.jbhunt.com,Public,"Market value as of March 28, 2024.",20582.0,2024-06-04
317,M&T Bank,MTB,Financials,Commercial Banks,yes,no,no,no,122.0,yes,no,no,no,no,no,21980,24233.4,12752.0,48.2,2741.0,37.6,208264.0,Ren? F. Jones,U.S.,Buffalo,New York,https://www.mtb.com,Public,"Market value as of March 28, 2024.",24233.0,2024-06-04
318,DTE Energy,DTE,Energy,Utilities: Gas and Electric,yes,no,no,no,-106.0,no,yes,no,no,yes,no,9950,23204.6,12745.0,-33.7,1397.0,29.0,44755.0,Gerardo Norcia,U.S.,Detroit,Michigan,https://www.dteenergy.com,Public,"Market value as of March 28, 2024.",23205.0,2024-06-04
319,AES,AES,Energy,Utilities: Gas and Electric,yes,no,no,yes,8.0,yes,no,no,no,yes,no,9600,12744.8,12668.0,0.4,249.0,,44799.0,Andr?s R. Gluski,U.S.,Arlington,Virginia,https://www.aes.com,Public,"Market value as of March 28, 2024.",12745.0,2024-06-04
320,Berry Global Group,BERY,Materials,"Packaging, Containers",yes,no,no,no,-36.0,no,yes,no,no,no,no,44000,7009.6,12664.0,-12.6,609.0,-20.5,16587.0,Kevin Kwilinski,U.S.,Evansville,Indiana,https://www.berryglobal.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",7010.0,2024-06-04
321,Fifth Third Bancorp,FITB,Financials,Commercial Banks,yes,no,no,no,90.0,yes,no,no,no,yes,no,18724,25434.9,12641.0,35.2,2349.0,-4.0,214574.0,Timothy N. Spence,U.S.,Cincinnati,Ohio,https://www.53.com,Public,"Market value as of March 28, 2024.",25435.0,2024-06-04
322,Air Products & Chemicals,APD,Chemicals,Chemicals,yes,no,no,yes,0.0,no,no,no,no,no,no,21850,53856.9,12600.0,-0.8,2300.2,2.0,32002.5,Seifi Ghasemi,U.S.,Allentown,Pennsylvania,https://www.airproducts.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",53857.0,2024-06-04
323,Corning,GLW,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-31.0,no,yes,no,no,no,no,49800,28192.4,12588.0,-11.3,581.0,-55.9,28500.0,Wendell P. Weeks,U.S.,Corning,New York,https://www.corning.com,Public,"Market value as of March 28, 2024.",28192.0,2024-06-04
324,EMCOR Group,EME,Engineering & Construction,Engineering & Construction,yes,no,no,yes,45.0,yes,no,no,no,yes,no,38300,16482.1,12582.9,13.6,633.0,55.9,6609.7,Anthony J. Guzzi,U.S.,Norwalk,Connecticut,https://www.emcorgroup.com,Public,"Market value as of March 28, 2024.",16482.0,2024-06-04
325,Amphenol,APH,Technology,Network and Other Communications Equipment,yes,no,no,yes,1.0,yes,no,no,no,yes,no,95000,69193.3,12554.7,-0.5,1928.0,1.4,16526.4,R. Adam Norwitt,U.S.,Wallingford,Connecticut,https://www.amphenol.com,Public,"Market value as of March 28, 2024.",69193.0,2024-06-04
326,Westlake,WLK,Chemicals,Chemicals,yes,no,no,no,-63.0,no,yes,no,no,no,no,15520,19636.5,12548.0,-20.6,479.0,-78.7,21035.0,Jean-Marc Gilson,U.S.,Houston,Texas,https://www.westlake.com,Public,"Market value as of March 28, 2024.",19637.0,2024-06-04
327,DuPont,DD,Chemicals,Chemicals,yes,no,no,yes,-77.0,no,yes,no,no,no,no,24000,32016.1,12528.0,-24.3,423.0,-92.8,38552.0,Edward D. Breen,U.S.,Wilmington,Delaware,https://www.dupont.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",32016.0,2024-06-04
328,Liberty Media,LSXMA,Media,Entertainment,yes,no,no,no,12.0,yes,no,no,no,yes,no,6486,9699.7,12525.0,3.0,761.0,-58.1,41168.0,Gregory B. Maffei,U.S.,Englewood,Colorado,https://www.libertymedia.com,Public,"Market value of Liberty SiriusXM stock. Market value as of March 28, 2024.",9700.0,2024-06-04
329,S&P Global,SPGI,Business Services,Financial Data Services,yes,no,no,yes,37.0,yes,no,no,no,yes,no,40450,136253.3,12497.0,11.8,2626.0,-19.2,60589.0,Douglas L. Peterson,U.S.,New York,New York,https://www.spglobal.com,Public,"Market value as of March 28, 2024.",136253.0,2024-06-04
330,Community Health Systems,CYH,Health Care,Health Care: Medical Facilities,no,no,no,no,7.0,yes,no,no,no,no,no,54500,486.4,12490.0,2.3,-133.0,-389.1,14455.0,Tim L. Hingtgen,U.S.,Franklin,Tennessee,https://www.chs.net,Public,"Market value as of March 28, 2024.",486.0,2024-06-04
331,FirstEnergy,FE,Energy,Utilities: Gas and Electric,yes,no,no,no,12.0,yes,no,no,no,no,no,12042,22226.4,12450.0,3.3,1102.0,171.4,48767.0,Brian X. Tierney,U.S.,Akron,Ohio,https://www.firstenergycorp.com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",22226.0,2024-06-04
332,Unum Group,UNM,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,15.0,yes,no,no,no,no,no,10683,10298.6,12385.9,3.3,1283.8,-2.3,63255.2,Richard P. McKenney,U.S.,Chattanooga,Tennessee,https://www.unum.com,Public,"Market value as of March 28, 2024.",10299.0,2024-06-04
333,Henry Schein,HSIC,Health Care,Wholesalers: Health Care,yes,no,no,yes,-8.0,no,yes,no,no,no,no,25000,9704.8,12339.0,-2.4,416.0,-22.7,10573.0,Stanley M. Bergman,U.S.,Melville,New York,https://www.henryschein.com,Public,"Market value as of March 28, 2024.",9705.0,2024-06-04
334,Western Digital,WDC,Technology,"Computers, Office Equipment",no,no,no,no,-113.0,no,yes,no,no,yes,no,53000,22278.8,12318.0,-34.5,-1706.0,-213.7,24429.0,David V. Goeckeler,U.S.,San Jose,California,https://www.westerndigital.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",22279.0,2024-06-04
335,Analog Devices,ADI,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,9.0,yes,no,no,no,no,no,26000,98085.7,12305.5,2.4,3314.6,20.6,48794.5,Vincent T. Roche,U.S.,Wilmington,Massachusetts,https://www.analog.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",98086.0,2024-06-04
336,Conagra Brands,CAG,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,24.0,yes,no,no,no,no,no,18600,14168.1,12277.0,6.4,683.6,-23.0,22052.6,Sean M. Connolly,U.S.,Chicago,Illinois,https://www.conagrabrands.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of March 28, 2024.",14168.0,2024-06-04
337,Citizens Financial Group,CFG,Financials,Commercial Banks,yes,no,no,no,82.0,yes,no,no,no,yes,no,17570,16635.3,12187.0,34.4,1608.0,-22.4,221964.0,Bruce W. Van Saun,U.S.,Providence,Rhode Island,https://www.citizensbank.com,Public,"Market value as of March 28, 2024.",16635.0,2024-06-04
338,Norfolk Southern,NSC,Transportation,Railroads,yes,no,no,yes,-18.0,no,yes,no,no,no,no,20700,57570.4,12156.0,-4.6,1827.0,-44.1,41652.0,Alan H. Shaw,U.S.,Atlanta,Georgia,https://www.norfolksouthern.com,Public,"Market value as of March 28, 2024.",57570.0,2024-06-04
339,Entergy,ETR,Energy,Utilities: Gas and Electric,yes,no,no,yes,-37.0,no,yes,no,no,no,no,12177,22535.5,12147.4,-11.7,2356.5,113.6,59703.4,Andrew S. Marsh,U.S.,New Orleans,Louisiana,https://www.entergy.com,Public,"Market value as of March 28, 2024.",22536.0,2024-06-04
340,W.R. Berkley,WRB,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,27.0,yes,no,no,no,no,no,8329,22689.2,12142.9,8.7,1381.4,,37202.0,W. Robert Berkley Jr.,U.S.,Greenwich,Connecticut,https://www.berkley.com,Public,"Market value as of March 28, 2024.",22689.0,2024-06-04
341,DaVita,DVA,Health Care,Health Care: Medical Facilities,yes,no,no,no,16.0,yes,no,no,no,yes,no,70000,12107.0,12140.1,4.6,691.5,23.4,16893.6,Javier J. Rodriguez,U.S.,Denver,Colorado,https://www.davita.com,Public,"Market value as of March 28, 2024.",12107.0,2024-06-04
342,Northern Trust,NTRS,Financials,Commercial Banks,yes,no,no,no,135.0,yes,no,no,no,yes,no,23100,18141.4,12116.5,56.3,1107.3,-17.1,150783.1,Michael G. O'Grady,U.S.,Chicago,Illinois,https://www.northerntrust.com,Public,"Market value as of March 28, 2024.",18141.0,2024-06-04
343,Hormel Foods,HRL,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-13.0,no,yes,no,no,yes,no,20000,19108.8,12110.0,-2.8,793.6,-20.6,13448.8,James P. Snee,U.S.,Austin,Minnesota,https://www.hormelfoods.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",19109.0,2024-06-04
344,Crown Holdings,CCK,Materials,"Packaging, Containers",yes,no,no,no,-27.0,no,yes,no,no,no,no,25000,9574.2,12010.0,-7.2,450.0,-38.1,15034.0,Timothy J. Donahue,U.S.,Tampa,Florida,https://www.crowncork.com,Public,"Market value as of March 28, 2024.",9574.0,2024-06-04
345,Avis Budget Group,CAR,Retailing,"Automotive Retailing, Services",yes,no,no,no,1.0,yes,no,no,no,no,no,21250,4344.0,12008.0,0.1,1632.0,-41.0,32569.0,Joseph A. Ferraro,U.S.,Parsippany,New Jersey,https://www.avisbudgetgroup.com,Public,"Market value as of March 28, 2024.",4344.0,2024-06-04
346,Wayfair,W,Retailing,Internet Services and Retailing,no,yes,no,no,-10.0,no,yes,no,no,no,no,12800,8174.7,12003.0,-1.8,-738.0,,3474.0,Niraj S. Shah,U.S.,Boston,Massachusetts,https://www.wayfair.com,Public,"Market value as of March 28, 2024.",8175.0,2024-06-04
347,MasTec,MTZ,Engineering & Construction,Engineering & Construction,no,no,no,yes,47.0,yes,no,no,no,yes,no,34000,7393.0,11995.9,22.7,-49.9,-249.8,9373.5,Jos? R. Mas,U.S.,Coral Gables,Florida,https://www.mastec.com,Public,"Market value as of March 28, 2024.",7393.0,2024-06-04
348,Eversource Energy,ES,Energy,Utilities: Gas and Electric,no,no,no,yes,-13.0,no,yes,no,no,no,no,10171,20962.9,11910.7,-3.1,-442.2,-131.5,55612.2,Joseph R. Nolan Jr.,U.S.,Springfield,Massachusetts,https://www.eversource.com,Public,"Market value as of March 28, 2024.",20963.0,2024-06-04
349,Newmont,NEM,Energy,"Mining, Crude-Oil Production",no,no,no,yes,-1.0,no,yes,no,no,no,no,21700,41315.9,11812.0,-0.9,-2494.0,,55506.0,Thomas R. Palmer,U.S.,Denver,Colorado,https://www.newmont.com,Public,"Market value as of March 28, 2024.",41316.0,2024-06-04
350,Ryder System,R,Transportation,Transportation and Logistics,yes,no,no,no,-5.0,no,yes,no,no,yes,no,47500,5320.5,11783.0,-1.9,406.0,-53.2,15778.0,Robert E. Sanchez,U.S.,Coral Gables,Florida,https://www.ryder.com,Public,"Market value as of March 28, 2024.",5321.0,2024-06-04
351,Fidelity National Financial,FNF,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,8.0,yes,no,no,no,no,no,22293,14507.3,11752.0,1.7,517.0,-54.5,80614.0,Michael J. Nolan,U.S.,Jacksonville,Florida,https://www.fnf.com,Public,"Market value as of March 28, 2024.",14507.0,2024-06-04
352,Molson Coors Beverage,TAP,"Food, Beverages & Tobacco",Beverages,yes,no,no,no,22.0,yes,no,no,no,no,no,16500,14297.8,11702.1,9.4,948.9,,26375.1,Gavin D.K. Hattersley,U.S.,Chicago,Illinois,https://www.molsoncoors.com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",14298.0,2024-06-04
353,Caesars Entertainment,CZR,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,1.0,yes,no,no,no,no,no,51000,9461.0,11673.0,0.2,786.0,,33366.0,Thomas R. Reeg,U.S.,Reno,Nevada,https://www.caesars.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",9461.0,2024-06-04
354,Lincoln National,LNC,Financials,"Insurance: Life, Health (stock)",no,no,yes,no,-132.0,no,yes,no,no,no,no,11024,5417.5,11645.0,-37.9,-752.0,,372413.0,Ellen G. Cooper,U.S.,Radnor,Pennsylvania,https://lincolnfinancial.com/,Public,"Market value as of March 28, 2024.",5418.0,2024-06-04
355,VF,VFC,Apparel,Apparel,yes,no,no,no,-6.0,no,yes,no,no,no,no,26400,5964.4,11612.5,-1.9,118.6,-91.5,13990.5,Bracken P. Darrell,U.S.,Denver,Colorado,https://www.vfc.com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",5964.0,2024-06-04
356,International Flavors & Fragrances,IFF,Chemicals,Chemicals,no,no,no,no,-24.0,no,yes,no,no,no,no,21500,21954.9,11479.0,-7.7,-2567.0,,30978.0,J. Erik  Fyrwald,U.S.,New York,New York,https://www.iff.com,Public,"Market value as of March 28, 2024.",21955.0,2024-06-04
357,Huntington Ingalls Industries,HII,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,18.0,yes,no,no,no,no,no,44000,11544.7,11454.0,7.3,681.0,17.6,11215.0,Christopher D. Kastner,U.S.,Newport News,Virginia,https://www.hii.com,Public,"Market value as of March 28, 2024.",11545.0,2024-06-04
358,Advance Auto Parts,AAP,Retailing,Specialty Retailers: Other,yes,no,no,yes,10.0,yes,no,no,no,no,no,54500,5072.2,11287.6,1.2,29.7,-93.6,12276.3,Shane M. O'Kelly,U.S.,Raleigh,North Carolina,https://www.advanceautoparts.com,Public,"Market value as of March 28, 2024.",5072.0,2024-06-04
359,Public Service Enterprise Group,PEG,Energy,Utilities: Gas and Electric,yes,no,no,yes,33.0,yes,no,no,no,no,no,12543,33295.6,11237.0,14.7,2563.0,148.6,50741.0,Ralph A. LaRossa,U.S.,Newark,New Jersey,https://www.pseg.com,Public,"Market value as of March 28, 2024.",33296.0,2024-06-04
360,Ulta Beauty,ULTA,Retailing,Specialty Retailers: Other,yes,no,no,yes,23.0,yes,no,no,no,no,no,38000,25238.8,11207.3,9.8,1291.0,3.9,5707.0,David C. Kimbell,U.S.,Bolingbrook,Illinois,https://www.ulta.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",25239.0,2024-06-04
361,Hershey,HSY,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,yes,yes,19.0,yes,no,no,no,no,no,19578,39719.1,11165.0,7.2,1861.8,13.2,11902.9,Michele G. Buck,U.S.,Hershey,Pennsylvania,https://www.thehersheycompany.com,Public,"Market value as of March 28, 2024.",39719.0,2024-06-04
